item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000625,Space_Suit,40.3,14.5,29.1,8.5,36,N/A,3692,Storage_Bay
000626,Space_Suit,12.8,21.0,39.4,5.3,44,N/A,4685,Storage_Bay
000627,Vacuum_Sealed_Tools,37.8,30.9,13.4,7.83,16,N/A,309,Storage_Bay
000628,Helmet_Visor,47.3,16.2,21.6,8.28,12,N/A,647,Storage_Bay
000629,Tether_Reel,23.2,23.3,16.7,4.51,30,N/A,2309,External_Storage
000630,Tool_Kit,28.4,10.7,11.2,7.3,82,N/A,2,Storage_Bay
000631,LED_Work_Light,21.9,26.3,37.6,10.83,88,N/A,3482,Maintenance_Bay
000632,Asteroid_Sample_Container,17.3,11.4,20.2,7.9,72,N/A,2298,Storage_Bay
000633,Antibiotic_Supply,24.9,31.2,46.6,18.1,94,2025-08-19,1151,Lab
000634,Medical_Scanner,13.0,35.4,37.1,8.54,14,2025-05-29,75,Lab
000635,Food_Packet,22.0,17.7,16.1,7.6,38,2027-02-08,16,Storage_Bay
000636,Tool_Kit,15.0,24.6,28.5,7.5,60,N/A,31,Storage_Bay
000637,Scientific_Sensor,42.8,23.6,32.3,16.31,83,N/A,2599,Cockpit
000638,Battery_Pack,10.1,13.8,30.5,2.13,15,N/A,439,Power_Bay
000639,Circuit_Board,47.0,45.3,12.0,12.77,29,N/A,24,Storage_Bay
000640,Space_Suit,42.2,44.3,35.9,33.56,70,N/A,3768,Airlock
000641,Navigation_Module,18.5,47.9,22.6,10.01,57,N/A,4601,Command_Center
000642,Fire_Extinguisher,44.7,14.0,25.2,7.89,49,N/A,2409,Crew_Quarters
000643,Space_Suit,21.5,20.3,27.7,6.04,19,N/A,2807,Airlock
000644,Communication_Device,46.9,28.3,26.5,17.59,81,N/A,3626,Crew_Quarters
000645,Circuit_Board,17.4,49.7,18.3,7.91,75,N/A,4458,Storage_Bay
000646,Navigation_Module,32.1,40.7,24.1,15.74,62,N/A,568,Command_Center
000647,Tether_Reel,42.3,19.6,22.6,9.37,71,N/A,4519,Airlock
000648,Research_Samples,17.7,11.9,23.1,2.7,64,N/A,3554,Lab
000649,Handheld_Spectrometer,13.5,21.9,17.6,2.6,81,N/A,4494,Lab
000650,LED_Work_Light,21.1,12.3,43.8,5.68,28,N/A,4963,Engineering_Bay
000651,Communication_Device,21.5,30.0,22.0,7.09,50,N/A,3510,Command_Center
000652,Protein_Bars,15.4,29.5,16.3,3.7,52,N/A,705,Crew_Quarters
000653,Seed_Packets,29.6,20.1,15.8,8.9,88,N/A,74,Greenhouse
000654,Space_Suit,25.2,36.8,31.5,14.61,9,N/A,4551,Storage_Bay
000655,3D_Printer,27.5,31.6,11.8,5.13,86,N/A,231,Lab
000656,Radiation_Shield,27.7,35.2,27.9,13.6,41,N/A,2684,Storage_Bay
000657,Handheld_Spectrometer,30.8,44.7,12.5,8.6,46,N/A,3028,Lab
000658,Tether_Reel,40.1,30.0,37.2,22.38,88,N/A,4481,Airlock
000659,Circuit_Board,27.7,44.1,31.1,19.0,86,N/A,24,Engineering_Bay
000660,Research_Samples,24.0,29.2,16.5,3.6,15,N/A,2276,Lab
000661,Vacuum_Sealed_Tools,47.8,41.8,25.3,25.28,15,N/A,3803,Storage_Bay
000662,Battery_Pack,26.0,19.2,30.1,7.51,89,N/A,786,Power_Bay
000663,Food_Packet,26.0,28.3,21.7,5.0,59,2026-11-19,40,Storage_Bay
000664,Asteroid_Sample_Container,11.5,15.5,24.2,9.7,91,N/A,2700,Storage_Bay
000665,Handheld_Spectrometer,48.5,10.2,16.9,4.18,36,N/A,796,Lab
000666,Tether_Reel,35.3,25.2,14.9,6.63,59,N/A,4456,Airlock
000667,Emergency_Oxygen_Mask,20.4,30.5,14.1,4.39,36,N/A,343,Medical_Bay
000668,Water_Purification_Unit,16.6,31.7,18.1,4.76,24,N/A,856,Life_Support
000669,Lab_Microscope,34.6,50.0,12.2,10.55,80,N/A,4770,Medical_Bay
000670,Seed_Packets,12.9,15.9,12.0,2.1,35,N/A,11,Greenhouse
000671,Helmet_Visor,34.7,22.0,29.4,11.22,98,N/A,3036,Storage_Bay
000672,First_Aid_Kit,13.3,28.7,29.2,6.7,34,N/A,55,Medical_Bay
000673,CO2_Scrubber,12.5,39.4,26.2,6.45,16,N/A,192,Life_Support
000674,Seed_Packets,15.3,13.7,24.7,7.3,83,N/A,62,Lab
000675,Water_Purification_Unit,28.4,21.5,30.3,9.25,16,N/A,38,Crew_Quarters
000676,Asteroid_Sample_Container,14.3,20.2,21.8,2.6,47,N/A,2162,Lab
000677,Protein_Bars,18.0,38.6,39.1,13.58,41,N/A,4667,Crew_Quarters
000678,Gyroscope_Module,19.8,39.0,25.0,9.65,98,N/A,2582,Engineering_Bay
000679,Laptop,46.5,42.4,18.8,18.53,38,N/A,1507,Crew_Quarters
000680,Water_Purification_Unit,22.3,27.0,46.6,14.03,11,N/A,1631,Crew_Quarters
000681,Pressure_Regulator,34.0,28.8,18.7,9.16,31,N/A,635,Airlock
000682,Emergency_Beacon,26.1,11.4,42.8,6.37,67,N/A,1249,Cockpit
000683,Gyroscope_Module,32.2,15.9,48.7,12.47,75,N/A,3898,Cockpit
000684,Waste_Management_Kit,28.8,13.7,20.5,3.8,76,N/A,62,Engineering_Bay
000685,Navigation_Module,43.3,42.4,49.9,45.81,19,N/A,3465,Cockpit
000686,Protein_Bars,22.7,31.1,23.2,8.19,44,N/A,2332,Crew_Quarters
000687,Tool_Kit,11.6,12.4,14.1,5.5,49,N/A,8,Storage_Bay
000688,Thruster_Fuel,47.0,19.4,20.4,9.3,33,N/A,2047,Engine_Bay
000689,Thruster_Fuel,32.5,47.7,18.7,14.49,36,N/A,984,Engine_Bay
000690,CO2_Scrubber,46.2,28.5,26.8,17.64,84,N/A,746,Engineering_Bay
000691,Space_Suit,41.4,36.7,21.9,16.64,49,N/A,2380,Storage_Bay
000692,Cooling_System,22.6,27.5,43.5,13.52,64,N/A,1556,Engineering_Bay
000693,Fire_Extinguisher,14.8,45.5,44.5,14.98,97,N/A,48,Crew_Quarters
000694,Circuit_Board,11.3,32.1,28.7,5.21,3,N/A,760,Storage_Bay
000695,Food_Packet,26.8,17.9,17.8,2.1,63,2026-11-09,8,Storage_Bay
000696,Oxygen_Cylinder,18.8,25.5,77.8,43.2,89,N/A,2376,Crew_Quarters
000697,Navigation_Module,40.3,40.6,13.6,11.13,44,N/A,4261,Cockpit
000698,Seed_Packets,26.6,19.6,21.2,1.4,18,N/A,69,Greenhouse
000699,Battery_Pack,32.2,32.6,11.8,6.19,75,N/A,186,Power_Bay
000700,First_Aid_Kit,16.4,27.6,27.7,7.3,60,N/A,43,Crew_Quarters
000701,Scientific_Sensor,22.1,33.7,29.5,10.99,82,N/A,777,Lab
000702,Space_Suit,48.4,35.9,47.8,41.53,66,N/A,1414,Storage_Bay
000703,Solar_Panel,40.7,42.0,2.5,16.7,87,N/A,4721,Power_Bay
000704,Asteroid_Sample_Container,20.9,16.4,10.6,3.0,13,N/A,2057,Storage_Bay
000705,Emergency_Beacon,23.4,34.3,10.3,4.13,59,N/A,4332,Cockpit
000706,Food_Packet,21.1,22.5,27.1,9.4,40,2026-04-21,44,Crew_Quarters
000707,Scientific_Sensor,13.2,14.9,33.7,3.31,21,N/A,2898,Lab
000708,Circuit_Board,12.7,48.5,29.5,9.09,69,N/A,3552,Engineering_Bay
000709,Water_Bottle,14.5,24.1,11.8,2.06,1,N/A,4293,Crew_Quarters
000710,Waste_Management_Kit,17.1,12.1,22.0,3.5,63,N/A,85,Engineering_Bay
000711,Gyroscope_Module,45.2,27.6,28.5,17.78,58,N/A,4507,Engineering_Bay
000712,Pressure_Regulator,33.8,35.8,29.5,17.85,76,N/A,1306,Airlock
000713,Pressure_Regulator,14.5,47.1,21.7,7.41,93,N/A,10,Airlock
000714,Microgravity_Lab_Kit,21.7,17.0,11.5,5.3,1,N/A,93,Lab
000715,Battery_Pack,33.6,26.6,41.4,18.5,49,N/A,428,External_Storage
000716,Emergency_Beacon,22.0,15.3,31.0,5.22,64,N/A,4034,Command_Center
000717,Handheld_Spectrometer,46.7,48.7,42.2,47.99,2,N/A,2025,Engineering_Bay
000718,Water_Bottle,22.1,38.8,16.5,7.07,42,N/A,932,Storage_Bay
000719,Space_Suit,15.1,43.1,12.5,4.07,9,N/A,2933,Storage_Bay
000720,EV_Suit_Battery,15.4,10.7,32.6,2.69,78,N/A,761,Airlock
000721,Waste_Management_Kit,23.6,11.4,16.0,1.1,44,N/A,64,Engineering_Bay
000722,LED_Work_Light,46.7,36.6,40.4,34.53,3,N/A,2180,Engineering_Bay
000723,Solar_Panel,95.5,85.7,3.7,12.4,22,N/A,1302,Power_Bay
000724,Antibiotic_Supply,25.1,37.7,14.1,6.67,17,2025-05-21,4528,Lab
000725,Circuit_Board,40.1,18.4,29.8,10.99,20,N/A,4796,Storage_Bay
000726,3D_Printer,25.2,44.2,40.6,22.61,45,N/A,2350,Lab
000727,CO2_Scrubber,14.1,21.8,26.2,4.03,33,N/A,131,Engineering_Bay
000728,Pressure_Regulator,20.0,29.3,28.1,8.23,67,N/A,2190,Engineering_Bay
000729,Solar_Panel,97.7,40.7,4.7,18.0,86,N/A,2932,External_Storage
000730,LED_Work_Light,32.3,40.1,36.6,23.7,72,N/A,67,Engineering_Bay
000731,Battery_Pack,28.4,34.6,36.8,18.08,14,N/A,119,Power_Bay
000732,Medical_Scanner,37.9,27.9,14.4,7.61,47,2027-01-22,17,Lab
000733,Thruster_Fuel,25.0,35.2,32.2,14.17,16,N/A,4488,Engine_Bay
000734,Oxygen_Cylinder,17.6,24.7,51.3,27.2,15,N/A,282,Medical_Bay
000735,Communication_Device,10.5,16.9,16.4,1.46,50,N/A,2225,Crew_Quarters
000736,Antibiotic_Supply,40.1,48.3,34.5,33.41,21,2025-05-04,2921,Lab
000737,Antibiotic_Supply,43.3,10.3,23.2,5.17,61,2025-08-19,4539,Lab
000738,Communication_Device,25.5,19.2,33.7,8.25,54,N/A,4175,Crew_Quarters
000739,First_Aid_Kit,16.8,12.6,16.2,1.6,94,N/A,3,Crew_Quarters
000740,Waste_Management_Kit,27.2,25.0,25.0,8.0,24,N/A,73,Sanitation_Bay
000741,Tether_Reel,41.2,21.8,14.4,6.47,13,N/A,4532,External_Storage
000742,Waste_Management_Kit,21.8,10.3,27.1,3.2,72,N/A,11,Sanitation_Bay
000743,Vacuum_Sealed_Tools,26.0,41.9,44.4,24.18,88,N/A,2177,Storage_Bay
000744,Tether_Reel,19.1,17.9,28.9,4.94,62,N/A,1521,Airlock
000745,Circuit_Board,26.1,32.5,16.7,7.08,17,N/A,4291,Storage_Bay
000746,EV_Suit_Battery,21.5,23.0,43.1,10.66,10,N/A,692,Storage_Bay
000747,Food_Packet,21.9,26.4,28.8,7.4,65,2026-08-15,8,Storage_Bay
000748,Medical_Scanner,43.6,43.6,27.0,25.66,16,2025-12-01,45,Lab
000749,Oxygen_Cylinder,24.9,23.7,73.4,29.0,83,N/A,148,Medical_Bay
000750,Seed_Packets,22.8,14.4,22.8,9.9,6,N/A,12,Lab
000751,Handheld_Spectrometer,45.4,26.9,22.5,13.74,48,N/A,3636,Lab
000752,Laptop,17.2,37.3,48.0,15.4,45,N/A,3609,Command_Center
000753,Protein_Bars,45.3,24.6,47.3,26.36,74,N/A,3733,Crew_Quarters
000754,Emergency_Oxygen_Mask,10.2,41.4,48.6,10.26,23,N/A,3595,Crew_Quarters
000755,Food_Packet,23.3,16.5,19.4,8.3,92,2025-11-21,54,Crew_Quarters
000756,LED_Work_Light,43.8,10.1,13.7,3.03,34,N/A,4343,Maintenance_Bay
000757,Helmet_Visor,37.6,18.2,47.6,16.29,24,N/A,3518,Crew_Quarters
000758,Laptop,12.5,45.5,41.1,11.69,28,N/A,1825,Command_Center
000759,Vacuum_Sealed_Tools,47.9,10.5,15.1,3.8,82,N/A,2302,Maintenance_Bay
000760,Tether_Reel,37.0,31.6,38.6,22.57,58,N/A,4410,Airlock
000761,Cooling_System,33.1,27.4,49.2,22.31,37,N/A,4404,Power_Bay
000762,Medical_Scanner,40.5,41.8,16.3,13.8,11,2026-04-29,74,Medical_Bay
000763,3D_Printer,12.2,18.6,44.3,5.03,6,N/A,4901,Engineering_Bay
000764,Vacuum_Sealed_Tools,18.5,38.2,22.2,7.84,37,N/A,1836,Storage_Bay
000765,Radiation_Shield,40.1,10.5,35.3,7.43,36,N/A,20,Engineering_Bay
000766,Circuit_Board,26.5,39.5,38.0,19.89,65,N/A,1003,Engineering_Bay
000767,Microgravity_Lab_Kit,26.7,18.9,13.8,8.6,98,N/A,41,Crew_Quarters
000768,Emergency_Oxygen_Mask,24.5,33.8,31.6,13.08,51,N/A,2235,Medical_Bay
000769,Fire_Extinguisher,35.0,48.8,46.3,39.54,60,N/A,2810,Crew_Quarters
000770,Research_Samples,26.9,24.4,16.2,8.5,86,N/A,2303,Lab
000771,First_Aid_Kit,15.6,20.5,21.8,9.3,89,N/A,41,Crew_Quarters
000772,Circuit_Board,13.4,34.5,26.5,6.13,22,N/A,2714,Storage_Bay
000773,Fire_Extinguisher,41.1,27.7,21.6,12.3,63,N/A,2235,Crew_Quarters
000774,First_Aid_Kit,12.1,28.9,28.9,3.9,58,N/A,62,Crew_Quarters
000775,Solar_Panel,62.6,64.9,1.5,11.0,99,N/A,1693,External_Storage
000776,Oxygen_Cylinder,22.2,24.5,87.8,32.7,92,N/A,3670,Airlock
000777,3D_Printer,34.6,28.7,11.4,5.66,88,N/A,607,Engineering_Bay
000778,Vacuum_Sealed_Tools,10.1,18.1,15.6,1.43,58,N/A,3425,Storage_Bay
000779,Tool_Kit,14.9,24.5,28.4,1.7,12,N/A,94,Maintenance_Bay
000780,Pressure_Regulator,11.7,35.6,21.5,4.48,82,N/A,755,Engineering_Bay
000781,Emergency_Beacon,38.1,17.0,12.0,3.89,74,N/A,2043,Command_Center
000782,Fire_Extinguisher,13.4,33.1,34.5,7.65,37,N/A,2021,Engineering_Bay
000783,Helmet_Visor,34.2,49.0,46.0,38.54,49,N/A,301,Crew_Quarters
000784,Food_Packet,11.6,14.9,14.6,1.9,91,2026-08-19,29,Crew_Quarters
000785,CO2_Scrubber,32.6,25.0,36.8,15.0,83,N/A,529,Life_Support
000786,Radiation_Shield,21.9,21.1,45.6,10.54,55,N/A,4549,Storage_Bay
000787,Antibiotic_Supply,22.9,32.4,11.4,4.23,2,2026-03-14,1971,Lab
000788,Gyroscope_Module,48.3,39.5,20.8,19.84,67,N/A,610,Engineering_Bay
000789,Navigation_Module,25.3,25.4,27.2,8.74,37,N/A,78,Command_Center
000790,Battery_Pack,41.5,33.7,32.7,22.87,36,N/A,714,External_Storage
000791,Space_Suit,29.5,12.1,17.6,3.14,86,N/A,837,Storage_Bay
000792,Solar_Panel,42.3,56.4,3.5,10.4,88,N/A,2701,Power_Bay
000793,Communication_Device,26.8,43.0,19.1,11.01,81,N/A,2025,Command_Center
000794,Thruster_Fuel,33.2,10.7,32.2,5.72,89,N/A,13,Storage_Bay
000795,Emergency_Beacon,28.5,31.4,28.5,12.75,18,N/A,2384,Command_Center
000796,Tool_Kit,20.5,16.5,21.7,8.0,95,N/A,74,Storage_Bay
000797,Radiation_Shield,17.8,39.6,19.5,6.87,71,N/A,4363,Storage_Bay
000798,Tether_Reel,41.1,12.7,18.1,4.72,87,N/A,3778,Airlock
000799,Fire_Extinguisher,40.2,21.5,35.7,15.43,76,N/A,4615,Crew_Quarters
000800,Protein_Bars,48.6,12.6,11.1,3.4,42,N/A,3712,Storage_Bay
000801,Oxygen_Cylinder,26.4,21.6,75.1,14.8,55,N/A,958,Crew_Quarters
000802,EV_Suit_Battery,12.0,25.5,17.7,2.71,39,N/A,374,Storage_Bay
000803,Research_Samples,22.9,12.3,23.6,8.6,50,N/A,1891,Lab
000804,Circuit_Board,15.6,44.4,34.1,11.81,2,N/A,1485,Storage_Bay
000805,Seed_Packets,19.2,27.8,29.7,6.3,80,N/A,63,Lab
000806,Tool_Kit,12.3,23.2,22.0,2.9,11,N/A,22,Maintenance_Bay
000807,Handheld_Spectrometer,33.6,15.2,15.5,3.96,35,N/A,2953,Engineering_Bay
000808,Vacuum_Sealed_Tools,46.2,32.2,10.7,7.96,29,N/A,1988,Maintenance_Bay
000809,LED_Work_Light,38.8,34.8,46.7,31.53,65,N/A,1921,Engineering_Bay
000810,Battery_Pack,45.9,20.4,29.6,13.86,22,N/A,815,External_Storage
000811,Fire_Extinguisher,22.7,37.4,31.6,13.41,75,N/A,3223,Crew_Quarters
000812,Water_Purification_Unit,49.3,23.1,25.9,14.75,48,N/A,1924,Crew_Quarters
000813,Space_Suit,35.5,31.4,26.5,14.77,38,N/A,2344,Airlock
000814,Helmet_Visor,27.8,39.6,28.1,15.47,86,N/A,3388,Storage_Bay
000815,CO2_Scrubber,40.4,19.4,32.4,12.7,91,N/A,988,Engineering_Bay
000816,EV_Suit_Battery,36.6,34.0,16.2,10.08,43,N/A,802,Storage_Bay
000817,Laptop,22.3,38.9,23.1,10.02,98,N/A,16,Crew_Quarters
000818,Asteroid_Sample_Container,19.9,13.8,22.8,9.7,59,N/A,1854,Storage_Bay
000819,Medical_Scanner,46.9,30.2,47.5,33.64,85,2025-07-19,79,Lab
000820,Seed_Packets,20.8,11.2,28.5,4.9,31,N/A,67,Lab
000821,EV_Suit_Battery,29.1,30.5,35.4,15.71,31,N/A,459,Storage_Bay
000822,Food_Packet,15.5,26.6,29.5,5.0,29,2026-08-06,75,Crew_Quarters
000823,Space_Suit,46.1,27.8,43.3,27.75,35,N/A,1090,Airlock
000824,Protein_Bars,25.0,27.6,29.0,10.01,28,N/A,3063,Storage_Bay
000825,Cooling_System,18.2,39.0,42.3,15.01,16,N/A,943,Engineering_Bay
000826,Asteroid_Sample_Container,26.4,25.2,18.9,6.3,8,N/A,3293,Storage_Bay
000827,Protein_Bars,39.5,12.6,21.6,5.38,6,N/A,4759,Crew_Quarters
000828,Water_Purification_Unit,13.3,19.2,41.3,5.27,56,N/A,2753,Life_Support
000829,Fire_Extinguisher,44.0,32.4,24.0,17.11,56,N/A,223,Engineering_Bay
000830,Handheld_Spectrometer,42.6,12.8,23.4,6.38,21,N/A,946,Engineering_Bay
000831,3D_Printer,31.4,42.8,44.1,29.63,51,N/A,1657,Engineering_Bay
000832,Gyroscope_Module,28.2,21.8,36.0,11.07,26,N/A,4305,Cockpit
000833,Battery_Pack,41.5,17.6,20.5,7.49,21,N/A,919,External_Storage
000834,Microgravity_Lab_Kit,24.1,22.3,28.2,7.8,72,N/A,1,Lab
000835,Asteroid_Sample_Container,23.4,12.3,28.7,3.2,94,N/A,3211,Lab
000836,Emergency_Oxygen_Mask,48.8,11.8,27.6,7.95,92,N/A,2622,Medical_Bay
000837,Microgravity_Lab_Kit,22.2,13.0,29.0,1.7,15,N/A,10,Crew_Quarters
000838,3D_Printer,16.4,46.5,39.4,15.02,82,N/A,3917,Lab
000839,Research_Samples,13.3,13.5,20.9,4.3,88,N/A,1059,Lab
000840,Asteroid_Sample_Container,25.4,26.1,17.6,3.5,79,N/A,2938,Lab
000841,Research_Samples,15.2,29.3,11.4,4.3,97,N/A,3401,Storage_Bay
000842,Pressure_Regulator,45.0,36.8,49.8,41.23,49,N/A,2053,Engineering_Bay
000843,Seed_Packets,29.1,15.4,22.2,3.5,62,N/A,59,Greenhouse
000844,Medical_Scanner,21.2,12.2,44.2,5.72,46,2026-06-01,30,Lab
000845,First_Aid_Kit,24.4,17.0,23.2,7.5,71,N/A,8,Medical_Bay
000846,Helmet_Visor,48.8,14.6,47.2,16.81,76,N/A,4950,Storage_Bay
000847,Handheld_Spectrometer,12.0,49.1,10.0,2.95,72,N/A,606,Lab
000848,Navigation_Module,18.9,48.1,21.2,9.64,11,N/A,2312,Cockpit
000849,Communication_Device,17.6,15.2,14.9,1.99,33,N/A,3664,Command_Center
000850,CO2_Scrubber,48.0,17.0,15.4,6.28,29,N/A,229,Life_Support
000851,Emergency_Beacon,40.2,30.5,11.3,6.93,100,N/A,3041,Cockpit
000852,LED_Work_Light,49.3,10.7,35.3,9.31,77,N/A,3217,Maintenance_Bay
000853,Tether_Reel,36.6,24.4,19.8,8.84,6,N/A,386,External_Storage
000854,Cooling_System,26.0,20.4,49.1,13.02,41,N/A,2148,Engineering_Bay
000855,First_Aid_Kit,23.6,22.4,18.8,9.5,1,N/A,29,Crew_Quarters
000856,Battery_Pack,28.6,20.3,26.3,7.63,88,N/A,348,External_Storage
000857,Laptop,46.3,40.8,13.5,12.75,81,N/A,1282,Command_Center
000858,First_Aid_Kit,20.8,23.0,22.2,9.1,51,N/A,13,Crew_Quarters
000859,Seed_Packets,14.5,11.7,23.3,5.7,38,N/A,28,Greenhouse
000860,Navigation_Module,17.7,33.6,36.5,10.85,81,N/A,2215,Command_Center
000861,Pressure_Regulator,46.1,38.4,36.2,32.04,74,N/A,2209,Engineering_Bay
000862,3D_Printer,18.5,16.4,30.7,4.66,14,N/A,3037,Lab
000863,Emergency_Beacon,32.6,12.8,22.0,4.59,79,N/A,1123,Cockpit
000864,Lab_Microscope,38.2,30.6,15.9,9.29,87,N/A,2689,Medical_Bay
000865,Lab_Microscope,27.1,46.3,43.9,27.54,8,N/A,1560,Lab
000866,Battery_Pack,35.7,46.0,46.6,38.26,55,N/A,654,Power_Bay
000867,Helmet_Visor,45.8,15.1,43.9,15.18,69,N/A,3841,Storage_Bay
000868,Food_Packet,17.6,26.5,19.9,5.4,37,2025-05-29,61,Storage_Bay
000869,Seed_Packets,19.5,29.2,21.3,7.7,41,N/A,82,Lab
000870,Emergency_Beacon,47.5,15.1,26.0,9.32,99,N/A,2020,Cockpit
000871,Circuit_Board,36.3,41.5,45.4,34.2,81,N/A,3197,Engineering_Bay
000872,CO2_Scrubber,44.7,46.0,33.8,34.75,17,N/A,255,Life_Support
000873,Asteroid_Sample_Container,17.4,16.3,29.9,5.5,46,N/A,1723,Lab
000874,Laptop,39.9,32.8,24.2,15.84,55,N/A,3268,Command_Center
000875,Food_Packet,16.2,24.6,11.5,8.6,53,2026-10-18,59,Storage_Bay
000876,Battery_Pack,39.2,18.1,10.8,3.83,61,N/A,534,Power_Bay
000877,CO2_Scrubber,46.9,18.8,36.4,16.05,6,N/A,674,Engineering_Bay
000878,Water_Bottle,22.6,45.1,47.1,24.0,49,N/A,3224,Storage_Bay
000879,Lab_Microscope,23.3,46.4,39.5,21.35,18,N/A,3371,Medical_Bay
000880,Navigation_Module,35.8,49.4,32.5,28.74,38,N/A,141,Command_Center
000881,Handheld_Spectrometer,32.5,18.1,49.2,14.47,74,N/A,4998,Lab
000882,Solar_Panel,68.0,75.8,1.6,8.3,10,N/A,2832,External_Storage
000883,Laptop,43.6,32.7,45.3,32.29,16,N/A,1414,Crew_Quarters
000884,Communication_Device,48.1,38.2,45.9,42.17,45,N/A,4843,Crew_Quarters
000885,Asteroid_Sample_Container,14.9,25.2,18.6,2.4,31,N/A,615,Storage_Bay
000886,Food_Packet,22.6,12.4,23.0,1.7,36,2026-07-19,47,Crew_Quarters
000887,Asteroid_Sample_Container,11.6,26.9,15.0,2.2,40,N/A,3068,Lab
000888,Circuit_Board,46.2,45.4,36.8,38.59,57,N/A,38,Storage_Bay
000889,Communication_Device,19.0,48.9,25.4,11.8,11,N/A,1839,Command_Center
000890,Battery_Pack,16.4,49.1,43.4,17.47,100,N/A,332,Power_Bay
000891,Radiation_Shield,16.9,18.2,16.0,2.46,97,N/A,1973,Storage_Bay
000892,Seed_Packets,26.2,22.4,17.0,5.1,55,N/A,15,Greenhouse
000893,Protein_Bars,11.5,37.8,33.7,7.32,31,N/A,1774,Storage_Bay
000894,Water_Purification_Unit,23.8,49.3,28.8,16.9,54,N/A,801,Crew_Quarters
000895,Pressure_Regulator,44.7,34.7,31.5,24.43,23,N/A,3415,Engineering_Bay
000896,Circuit_Board,24.3,49.1,45.7,27.26,15,N/A,454,Storage_Bay
000897,Gyroscope_Module,24.7,33.4,42.7,17.61,88,N/A,4476,Cockpit
000898,Protein_Bars,25.3,16.4,29.8,6.18,6,N/A,3440,Crew_Quarters
000899,Water_Bottle,14.9,36.3,29.9,8.09,97,N/A,976,Crew_Quarters
000900,Emergency_Beacon,16.3,10.1,24.9,2.05,66,N/A,646,Cockpit
000901,Microgravity_Lab_Kit,29.9,18.6,29.8,9.5,36,N/A,95,Lab
000902,Gyroscope_Module,18.6,43.6,29.4,11.92,85,N/A,3415,Engineering_Bay
000903,Helmet_Visor,26.1,25.6,14.4,4.81,76,N/A,2213,Storage_Bay
000904,Laptop,47.5,13.2,48.8,15.3,75,N/A,1833,Crew_Quarters
000905,LED_Work_Light,20.7,18.1,40.8,7.64,25,N/A,4137,Maintenance_Bay
000906,Fire_Extinguisher,16.7,24.5,14.0,2.86,20,N/A,1362,Crew_Quarters
000907,Food_Packet,13.3,21.7,25.0,2.4,36,2026-08-16,25,Storage_Bay
000908,3D_Printer,24.4,47.8,36.0,20.99,40,N/A,2786,Engineering_Bay
000909,Seed_Packets,15.5,14.1,23.1,4.5,55,N/A,80,Greenhouse
000910,Helmet_Visor,32.6,26.6,40.3,17.47,45,N/A,3551,Storage_Bay
000911,Handheld_Spectrometer,23.9,37.3,10.4,4.64,63,N/A,2825,Engineering_Bay
000912,Research_Samples,28.8,28.7,13.5,9.9,65,N/A,1043,Storage_Bay
000913,First_Aid_Kit,25.1,10.5,11.0,9.8,28,N/A,19,Crew_Quarters
000914,LED_Work_Light,11.4,26.0,35.8,5.31,36,N/A,3540,Maintenance_Bay
000915,Pressure_Regulator,28.0,15.3,23.9,5.12,3,N/A,3673,Engineering_Bay
000916,LED_Work_Light,23.1,37.2,41.3,17.74,4,N/A,1352,Engineering_Bay
000917,Handheld_Spectrometer,22.7,32.3,38.7,14.19,48,N/A,1874,Engineering_Bay
000918,Antibiotic_Supply,15.0,27.9,44.5,9.31,83,2026-10-29,833,Medical_Bay
000919,Emergency_Beacon,10.2,33.5,44.7,7.64,10,N/A,2945,Command_Center
000920,Emergency_Beacon,14.9,26.2,39.7,7.75,99,N/A,58,Cockpit
000921,Asteroid_Sample_Container,21.2,13.3,26.8,2.9,9,N/A,3482,Lab
000922,Antibiotic_Supply,20.5,23.9,20.0,4.9,51,2025-11-21,3031,Lab
000923,Pressure_Regulator,12.5,27.0,35.0,5.91,98,N/A,3616,Engineering_Bay
000924,Fire_Extinguisher,26.9,12.8,45.2,7.78,41,N/A,631,Crew_Quarters
000925,Solar_Panel,70.3,89.4,1.6,16.5,15,N/A,4359,External_Storage
000926,LED_Work_Light,37.3,16.0,40.2,12.0,2,N/A,3402,Engineering_Bay
000927,3D_Printer,30.8,10.5,10.2,1.65,24,N/A,16,Lab
000928,Research_Samples,12.1,26.9,13.1,2.1,98,N/A,1767,Storage_Bay
000929,Helmet_Visor,24.0,17.3,18.5,3.84,50,N/A,1383,Storage_Bay
000930,Space_Suit,21.9,37.6,45.3,18.65,54,N/A,1084,Airlock
000931,Laptop,22.1,31.7,42.8,14.99,56,N/A,1414,Crew_Quarters
000932,Solar_Panel,81.9,67.6,1.8,16.7,64,N/A,779,External_Storage
000933,CO2_Scrubber,28.6,34.2,39.6,19.37,57,N/A,348,Engineering_Bay
000934,Gyroscope_Module,14.7,32.4,48.0,11.43,48,N/A,2442,Cockpit
000935,Handheld_Spectrometer,35.9,45.6,14.8,12.11,59,N/A,2011,Lab
000936,Navigation_Module,42.3,14.5,12.7,3.89,70,N/A,3728,Cockpit
000937,Space_Suit,27.0,41.0,11.0,6.09,41,N/A,2961,Airlock
000938,Helmet_Visor,12.7,16.0,37.4,3.8,73,N/A,4856,Storage_Bay
